index	name	color
3103	wm-lh-precentral_1	#318756
3104	wm-lh-precentral_2	#708704
3105	wm-lh-precentral_3	#17eb34
3106	wm-lh-paracentral_1	#a7855b
3107	wm-lh-rostralanteriorcingulate_1	#3cff14
3108	wm-lh-caudalanteriorcingulate_1	#067f70
3109	wm-lh-posteriorcingulate_1	#55042d
3110	wm-lh-isthmuscingulate_1	#1526db
3111	wm-lh-postcentral_1	#b5d695
3112	wm-lh-postcentral_2	#d8ac52
3113	wm-lh-supramarginal_1	#94e2e0
3114	wm-lh-supramarginal_2	#14dd5d
3115	wm-lh-superiorparietal_1	#543b22
3116	wm-lh-superiorparietal_2	#887846
3117	wm-lh-superiorparietal_3	#40f65d
3118	wm-lh-inferiorparietal_1	#7de222
3119	wm-lh-inferiorparietal_2	#2c6a3f
3120	wm-lh-inferiorparietal_3	#c88f97
3121	wm-lh-precuneus_1	#a32a60
3122	wm-lh-precuneus_2	#6a39f2
3123	wm-lh-cuneus_1	#145e37
3124	wm-lh-pericalcarine_1	#1dc3fb
3125	wm-lh-lateraloccipital_1	#805336
3126	wm-lh-lateraloccipital_2	#30d4d0
3127	wm-lh-lateraloccipital_3	#9f44a0
3128	wm-lh-lingual_1	#bca01b
3129	wm-lh-lingual_2	#ee41f7
3130	wm-lh-fusiform_1	#491757
3131	wm-lh-fusiform_2	#1a21f4
3132	wm-lh-parahippocampal_1	#c02fb9
3133	wm-lh-entorhinal_1	#ce0b1f
3134	wm-lh-temporalpole_1	#3180a0
3135	wm-lh-inferiortemporal_1	#931d20
3136	wm-lh-inferiortemporal_2	#b3ebc9
3137	wm-lh-middletemporal_1	#cccc75
3138	wm-lh-middletemporal_2	#e7048c
3139	wm-lh-bankssts_1	#3f9fd4
3140	wm-lh-superiortemporal_1	#81cad9
3141	wm-lh-superiortemporal_2	#189642
3142	wm-lh-transversetemporal_1	#017709
3143	wm-lh-insula_1	#280246
3144	wm-lh-insula_2	#e4f7ae
